,user_id,monthly_income,monthly_outcome,class,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,maximum_credit_amount,current_balance,credit_limit,worst_delinquency_date,worst_delinquency_estimated,worst_delinquency_past_due_estimated,payments_per_year,loan_term,loan_amount,_has_account_closing_date
10109,591,2625,6251,0,BANCOS,Sin Límite Preestablecido,Préstamo de Nomina,2.0,Mensual,0.0,2/12/14,1000.0,0.0,0.0,4/30/14,2.0,993.0,12,0.16666666666666666,993.0,1
10195,598,324,1477,0,COMPANIA DE PRESTAMO PERSONAL,Pagos Fijos,Préstamo Personal ,9.0,Mensual,974.0,5/16/17,9504.0,974.0,0.0,No,0.0,0.0,12,0.75,8766.0,0
10196,598,324,1477,0,SERVICIOS,Pagos Fijos,Crédito al Consumo,1.0,Quincenal,1917.0,8/17/17,4948.0,0.0,10000.0,8/31/17,2.0,1917.0,24,0.041666666666666664,958.5,0
10197,598,324,1477,0,SERVICIOS,Pagos Fijos,Crédito al Consumo,1.0,Quincenal,3858.0,10/23/17,4948.0,3858.0,10000.0,No,0.0,0.0,24,0.041666666666666664,3858.0,0
10198,598,324,1477,0,SERVICIOS,Pagos Fijos,Crédito al Consumo,1.0,Quincenal,6115.0,11/21/17,5520.0,6115.0,10000.0,No,0.0,0.0,24,0.041666666666666664,6115.0,0
10199,598,324,1477,0,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,70.0,Semanal,0.0,5/30/12,949.0,0.0,0.0,No,0.0,0.0,52,1.3461538461538463,949.0,1
10200,598,324,1477,0,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,70.0,Semanal,0.0,6/11/12,428.0,0.0,0.0,No,0.0,0.0,52,1.3461538461538463,428.0,1
10201,598,324,1477,0,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,70.0,Semanal,0.0,7/1/12,949.0,0.0,0.0,No,0.0,0.0,52,1.3461538461538463,949.0,1
10202,598,324,1477,0,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,50.0,Semanal,0.0,7/16/12,321.0,0.0,0.0,No,0.0,0.0,52,0.9615384615384616,321.0,1
10203,598,324,1477,0,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,50.0,Semanal,0.0,8/13/12,321.0,0.0,0.0,No,0.0,0.0,52,0.9615384615384616,321.0,1
10297,604,283,16794,0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,7/2/13,1660.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1660.0,0
10298,604,283,16794,0,BANCO,Pagos Fijos,Préstamo Personal ,4.0,Quincenal,0.0,7/29/16,1117.0,0.0,0.0,No,0.0,0.0,24,0.16666666666666666,1117.0,1
10364,610,25440,83894,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,52.0,Semanal,0.0,12/31/11,17278.0,0.0,0.0,4/7/12,8.0,664.0,52,1.0,4316.0,1
10365,610,25440,83894,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,100.0,Semanal,0.0,1/5/13,31357.0,0.0,0.0,8/24/13,19.0,1884.0,52,1.9230769230769231,9915.789473684212,1
10366,610,25440,83894,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,12/6/15,720.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,720.0,0
10372,610,25440,83894,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,24.0,9/6/13,400.0,24.0,740.0,No,0.0,0.0,12,0.08333333333333333,24.0,0
10375,610,25440,83894,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,12/6/15,1692.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1692.0,1
10377,610,25440,83894,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,5/29/13,2425.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2425.0,1
10424,614,149921,11099,0,KONFIO,Pagos Fijos,Préstamo Personal ,12.0,Quincenal,1292.0,11/1/16,10000.0,3796.0,0.0,11/30/16,1.0,1354.0,24,0.5,16248.0,0
10425,614,149921,11099,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,5/5/16,6005.0,0.0,6005.0,No,0.0,0.0,26,0.38461538461538464,6005.0,1
10426,614,149921,11099,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,9/22/16,6197.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,6197.0,1
10427,614,149921,11099,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,773.0,2/9/17,6181.0,4605.0,0.0,No,0.0,0.0,26,0.38461538461538464,7730.0,0
10431,614,149921,11099,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,10/26/16,2000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2000.0,1
10432,614,149921,11099,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Catorcenal,0.0,12/1/16,2500.0,0.0,0.0,12/31/16,1.0,44.0,26,0.038461538461538464,44.0,1
10433,614,149921,11099,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,1/5/17,5000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,5000.0,1
10434,614,149921,11099,0,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,7030.0,2/28/17,5000.0,7030.0,0.0,No,0.0,0.0,12,0.08333333333333333,7030.0,0
10537,620,31287,34261,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Crédito Personal al Consumo,12.0,Mensual,0.0,2/20/17,30000.0,0.0,30000.0,No,0.0,0.0,12,1.0,30000.0,1
10542,620,31287,34261,1,BANCO,Pagos Fijos,Préstamo Personal ,19.0,Quincenal,2542.0,3/15/17,60300.0,54059.0,0.0,No,0.0,0.0,24,0.7916666666666666,48298.0,0
10547,620,31287,34261,1,BANCO,Pagos Fijos,Préstamo Personal ,48.0,Mensual,2259.0,10/1/17,50421.0,47064.0,50421.0,No,0.0,0.0,12,4.0,108432.0,0
10562,622,28239,5675,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,2274.0,10/18/14,2274.0,2274.0,0.0,No,0.0,0.0,12,0.08333333333333333,2274.0,0
10564,622,28239,5675,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,4/14/15,35188.0,0.0,35188.0,No,0.0,0.0,12,2.0,35188.0,1
10565,622,28239,5675,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,24.0,Mensual,0.0,9/13/13,6000.0,0.0,0.0,No,0.0,0.0,12,2.0,6000.0,1
10566,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,65.0,Semanal,0.0,5/14/04,7072.0,0.0,0.0,6/10/05,3.0,327.0,52,1.25,7085.0,1
10567,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,7/9/04,5473.0,0.0,0.0,4/1/05,4.0,424.0,52,1.0192307692307692,5618.0,1
10568,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,9/2/07,468.0,0.0,0.0,11/25/07,1.0,36.0,52,0.25,468.0,1
10569,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,9/28/07,1192.0,0.0,0.0,12/7/07,1.0,92.0,52,0.25,1196.0,1
10570,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,78.0,Semanal,0.0,10/29/07,2510.0,0.0,0.0,9/8/08,4.0,135.0,52,1.5,2632.5,1
10571,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,78.0,Semanal,0.0,10/29/07,2510.0,0.0,0.0,9/8/08,4.0,135.0,52,1.5,2632.5,1
10572,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,26.0,Semanal,0.0,12/18/07,3120.0,0.0,0.0,6/10/08,13.0,1917.0,52,0.5,3834.0,1
10573,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,1/6/08,457.0,0.0,0.0,2/24/08,5.0,200.0,52,0.25,520.0,1
10574,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,5/11/08,1417.0,0.0,0.0,9/14/08,4.0,240.0,52,0.5,1560.0,1
10575,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,39.0,Semanal,0.0,7/1/08,7860.0,0.0,0.0,10/14/08,10.0,2366.0,52,0.75,9227.4,1
10576,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,13.0,Semanal,0.0,8/16/08,337.0,0.0,0.0,9/13/08,4.0,113.0,52,0.25,367.25,1
10577,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,53.0,Semanal,0.0,9/6/04,8000.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,8000.0,1
10578,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,53.0,Semanal,0.0,8/23/05,8050.0,0.0,0.0,7/25/06,1.0,151.0,52,1.0192307692307692,8003.0,1
10579,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,10/11/00,2928.0,0.0,0.0,4/25/01,4.0,220.0,52,1.0192307692307692,2915.0,1
10580,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,26.0,Semanal,0.0,6/5/01,687.0,0.0,0.0,10/30/01,3.0,78.0,52,0.5,676.0,1
10581,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,2/13/02,9970.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,9970.0,1
10582,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,11/27/02,9951.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,9951.0,1
10583,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,2/8/03,2036.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,2036.0,1
10584,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,53.0,Semanal,0.0,2/8/03,2036.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,2036.0,1
10585,623,158216,1470,0,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,12.0,Semanal,0.0,6/22/01,934.0,0.0,0.0,No,0.0,0.0,52,0.23076923076923078,934.0,1
10586,623,158216,1470,0,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,18.0,Semanal,0.0,4/27/02,1087.0,0.0,0.0,No,0.0,0.0,52,0.34615384615384615,1087.0,1
10587,623,158216,1470,0,TIENDA DE ROPA,Pagos Fijos,Crédito al Consumo,20.0,Semanal,0.0,6/3/02,858.0,0.0,0.0,No,0.0,0.0,52,0.38461538461538464,858.0,1
10588,623,158216,1470,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,4/27/07,3461.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,3461.0,1
10589,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,53.0,Semanal,0.0,10/28/04,19359.0,0.0,0.0,No,0.0,0.0,52,1.0192307692307692,19359.0,1
10590,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,65.0,Semanal,0.0,1/17/06,24050.0,0.0,0.0,No,0.0,0.0,52,1.25,24050.0,1
10591,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,78.0,Semanal,0.0,3/21/07,31201.0,0.0,0.0,2/27/08,5.0,2090.0,52,1.5,32604.0,1
10592,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,78.0,Semanal,0.0,3/10/08,38220.0,0.0,0.0,10/20/08,13.0,7889.0,52,1.5,47334.0,1
10594,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,10/1/07,4891.0,0.0,4891.0,7/7/08,4.0,441.0,52,1.3461538461538463,7717.5,1
10595,623,158216,1470,0,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,70.0,Semanal,0.0,1/7/08,2160.0,0.0,2160.0,6/16/08,13.0,824.0,52,1.3461538461538463,4436.923076923077,1
10598,623,158216,1470,0,FINANCIERA,Pagos Fijos,Préstamo Personal ,78.0,Semanal,199.0,2/3/17,7161.0,6704.0,0.0,No,0.0,0.0,52,1.5,15522.0,0
10742,628,522,1883,1,COMPANIA DE PRESTAMO PERSONAL,Pagos Fijos,Línea de Crédito,1.0,Mensual,0.0,4/3/06,3781.0,0.0,0.0,10/31/06,1.0,540.0,12,0.08333333333333333,540.0,1
10743,628,522,1883,1,COMPANIA DE PRESTAMO PERSONAL,Pagos Fijos,Línea de Crédito,11.0,Mensual,0.0,6/30/06,8250.0,0.0,0.0,5/31/07,1.0,750.0,12,0.9166666666666666,8250.0,1
10744,628,522,1883,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,2849.0,8/27/17,3000.0,2849.0,0.0,11/30/17,2.0,1479.0,12,0.08333333333333333,739.5,0
10745,628,522,1883,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,39.0,Semanal,0.0,8/19/05,7410.0,0.0,0.0,No,0.0,0.0,52,0.75,7410.0,1
10746,628,522,1883,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,52.0,Semanal,0.0,1/30/06,11180.0,0.0,0.0,10/16/06,4.0,895.0,52,1.0,11635.0,1
10747,628,522,1883,1,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,70.0,Semanal,0.0,5/26/12,781.0,0.0,0.0,No,0.0,0.0,52,1.3461538461538463,781.0,1
10748,628,522,1883,1,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,50.0,Semanal,0.0,6/23/12,709.0,0.0,0.0,No,0.0,0.0,52,0.9615384615384616,709.0,1
10749,628,522,1883,1,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,70.0,Semanal,0.0,7/28/12,709.0,0.0,0.0,No,0.0,0.0,52,1.3461538461538463,709.0,1
10750,628,522,1883,1,MERCANCIA PARA HOGAR Y OFICINA,Crédito Prendario,Préstamo Personal ,50.0,Semanal,0.0,9/1/12,584.0,0.0,0.0,No,0.0,0.0,52,0.9615384615384616,584.0,1
10863,634,211189,62202,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,39.0,Semanal,0.0,9/24/00,3860.0,0.0,0.0,9/23/04,41.0,3057.0,52,0.75,2907.878048780488,1
10864,634,211189,62202,1,BANCO,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,9/9/14,8007.0,0.0,0.0,No,0.0,0.0,26,0.38461538461538464,8007.0,1
10865,634,211189,62202,1,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,3/21/14,7005.0,0.0,7005.0,8/13/14,1.0,867.0,26,0.38461538461538464,8670.0,1
10866,634,211189,62202,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,12.0,Mensual,5630.0,5/4/17,40000.0,43039.0,40000.0,No,0.0,0.0,12,1.0,67560.0,0
10868,634,211189,62202,1,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,48.0,Mensual,5348.0,12/24/16,200279.0,187655.0,0.0,No,0.0,0.0,12,4.0,256704.0,0
10876,634,211189,62202,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,9/3/10,393.0,0.0,740.0,No,0.0,0.0,12,0.08333333333333333,393.0,0
10880,635,219090,6206,1,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,3/20/13,2733.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2733.0,0
10924,638,1180,9880,1,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1.0,Mensual,0.0,10/23/13,929.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,929.0,0
10930,639,8753,6164,1,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,0.0,7/21/14,17124.0,0.0,0.0,No,0.0,0.0,12,1.0,17124.0,1
10936,639,8753,6164,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,11/3/17,2500.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,2500.0,1
10937,639,8753,6164,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1.0,Mensual,0.0,12/20/17,5000.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,5000.0,1
10938,639,8753,6164,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,1.0,Mensual,7030.0,2/26/18,5000.0,7030.0,0.0,No,0.0,0.0,12,0.08333333333333333,7030.0,0
10939,639,8753,6164,1,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,18.0,Semanal,1495.0,2/13/18,4000.0,5981.0,0.0,No,0.0,0.0,52,0.34615384615384615,26910.0,0
10944,639,8753,6164,1,BANCO,Pagos Fijos,Mejoras a la Casa,1.0,Mensual,0.0,1/2/13,30000.0,0.0,30000.0,No,0.0,0.0,12,0.08333333333333333,30000.0,1
10989,642,13408,18192,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,6/9/10,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
10990,642,13408,18192,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,12/6/10,5100.0,0.0,5100.0,No,0.0,0.0,12,1.0,5100.0,1
10991,642,13408,18192,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,4709.0,2/11/11,4709.0,4709.0,7203.0,1/31/17,13.0,4709.0,12,1.0,4346.7692307692305,0
10992,642,13408,18192,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,3340.0,12/11/10,3340.0,3340.0,6573.0,12/31/16,13.0,3340.0,12,1.0,3083.076923076923,0
10993,642,13408,18192,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,52.0,Semanal,0.0,10/1/09,11156.0,0.0,0.0,8/19/10,3.0,662.0,52,1.0,11474.666666666666,1
10996,643,3603,7045,0,BANCOS,Pagos Fijos,Préstamo Personal ,12.0,Mensual,7372.0,9/27/16,60792.0,61304.0,60792.0,No,0.0,0.0,12,1.0,88464.0,0
10997,643,3603,7045,0,MICROFINANCIERA,Pagos Fijos,Línea de Crédito,40.0,Semanal,0.0,2/16/10,32400.0,0.0,0.0,1/8/14,84.0,242463.0,52,0.7692307692307693,115458.57142857143,0
10998,643,3603,7045,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,52.0,Semanal,0.0,8/30/09,3381.0,0.0,0.0,No,0.0,0.0,52,1.0,3381.0,0
10999,643,3603,7045,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Línea de Crédito,78.0,Semanal,0.0,8/30/09,1560.0,0.0,0.0,No,0.0,0.0,52,1.5,1560.0,0
11005,643,3603,7045,0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,7/7/16,1003.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,1003.0,0
11006,643,3603,7045,0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,1.0,Mensual,0.0,4/26/12,682.0,0.0,0.0,No,0.0,0.0,12,0.08333333333333333,682.0,0
11082,648,16848,8776,1,KONFIO,Pagos Fijos,Préstamo Personal ,13.0,Quincenal,0.0,11/11/14,6500.0,0.0,0.0,No,0.0,0.0,24,0.5416666666666666,6500.0,0
11084,648,16848,8776,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,2.0,Catorcenal,0.0,4/11/16,2174.0,0.0,2174.0,No,0.0,0.0,26,0.07692307692307693,2174.0,0
11085,648,16848,8776,1,KONFIO,Pagos Fijos,Préstamo Personal ,13.0,Quincenal,0.0,6/2/15,11000.0,0.0,0.0,No,0.0,0.0,24,0.5416666666666666,11000.0,0
11086,648,16848,8776,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,2.0,Catorcenal,0.0,6/8/16,2174.0,0.0,2174.0,No,0.0,0.0,26,0.07692307692307693,2174.0,0
11087,648,16848,8776,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,2.0,Catorcenal,0.0,8/3/16,2174.0,0.0,2174.0,No,0.0,0.0,26,0.07692307692307693,2174.0,0
11088,648,16848,8776,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,2.0,Catorcenal,1333.0,9/27/16,2174.0,2209.0,2174.0,No,0.0,0.0,26,0.07692307692307693,2666.0,0
11089,648,16848,8776,1,KONFIO,Pagos Fijos,Préstamo Personal ,8.0,Quincenal,0.0,12/16/15,5000.0,0.0,0.0,No,0.0,0.0,24,0.3333333333333333,5000.0,0
11090,648,16848,8776,1,KONFIO,Pagos Fijos,Préstamo Personal ,14.0,Quincenal,1527.0,3/9/16,18000.0,1527.0,0.0,No,0.0,0.0,24,0.5833333333333334,21378.0,0
11091,648,16848,8776,1,KONFIO,Pagos Fijos,Préstamo Personal ,6.0,Quincenal,0.0,7/31/14,3000.0,0.0,0.0,No,0.0,0.0,24,0.25,3000.0,0
11097,649,12855,13516,1,BANCO,Pagos Fijos,Préstamo Personal ,19.0,Quincenal,3308.0,6/7/17,83900.0,83228.0,0.0,No,0.0,0.0,24,0.7916666666666666,62852.0,0
11112,652,14587,5278,0,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12.0,Mensual,0.0,8/18/12,209.0,0.0,10200.0,No,0.0,0.0,12,1.0,209.0,1
11117,653,3500,7444,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,0.0,12/7/16,13360.0,0.0,0.0,2/8/17,1.0,167.0,52,1.5384615384615385,13360.0,1
11118,653,3500,7444,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,0.0,12/7/16,2000.0,0.0,0.0,2/8/17,1.0,25.0,52,1.5384615384615385,2000.0,1
11119,653,3500,7444,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,169.0,4/21/17,13520.0,10985.0,0.0,No,0.0,0.0,52,1.5384615384615385,13520.0,0
11120,653,3500,7444,1,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,80.0,Semanal,25.0,4/21/17,2000.0,1625.0,0.0,No,0.0,0.0,52,1.5384615384615385,2000.0,0
11122,653,3500,7444,1,BANCO,Pagos Fijos,Préstamo Personal ,19.0,Quincenal,488.0,6/8/17,12400.0,12301.0,0.0,No,0.0,0.0,24,0.7916666666666666,9272.0,0
11123,653,3500,7444,1,BANCO,Pagos Fijos,Línea de Crédito,36.0,Mensual,1672.0,2/15/17,35000.0,35782.0,0.0,No,0.0,0.0,12,3.0,60192.0,0
11124,653,3500,7444,1,BANCO,Pagos Fijos,Préstamo Personal ,19.0,Quincenal,2452.0,3/16/17,62200.0,60626.0,0.0,No,0.0,0.0,24,0.7916666666666666,46588.0,0
11128,654,30003,3603,1,BANCO,Pagos Fijos,Préstamo Personal ,12.0,Mensual,2123.0,5/1/16,28649.0,13563.0,28649.0,No,0.0,0.0,12,1.0,25476.0,0
11141,655,45225,52,0,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Crédito al Consumo,39.0,Semanal,0.0,9/16/00,9379.0,0.0,0.0,9/23/04,30.0,3508.0,52,0.75,4560.400000000001,1
11142,655,45225,52,0,BANCOS,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,6008.0,11/10/15,6005.0,6008.0,6005.0,6/29/16,14.0,6008.0,26,0.38461538461538464,4291.428571428572,1
11203,658,2540,9458,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,9/29/14,4150.0,0.0,4150.0,No,0.0,0.0,26,0.15384615384615385,4150.0,1
11204,658,2540,9458,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,12/1/14,4500.0,0.0,4500.0,No,0.0,0.0,26,0.15384615384615385,4500.0,1
11205,658,2540,9458,1,KONFIO,Pagos Fijos,Préstamo Personal ,26.0,Quincenal,1384.0,8/4/17,25000.0,12929.0,0.0,No,0.0,0.0,24,1.0833333333333333,35984.0,0
11206,658,2540,9458,1,FINANCIERA,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,1125.0,11/14/17,10174.0,4184.0,10174.0,No,0.0,0.0,26,0.38461538461538464,11250.0,0
11207,658,2540,9458,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,4.0,Catorcenal,0.0,1/30/15,4500.0,0.0,4500.0,No,0.0,0.0,26,0.15384615384615385,4500.0,1
11208,658,2540,9458,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,6.0,Catorcenal,0.0,3/24/15,5174.0,0.0,5174.0,No,0.0,0.0,26,0.23076923076923078,5174.0,1
11209,658,2540,9458,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,8.0,Catorcenal,0.0,7/15/15,7174.0,0.0,7174.0,No,0.0,0.0,26,0.3076923076923077,7174.0,1
11210,658,2540,9458,1,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,10.0,Catorcenal,0.0,9/18/15,10174.0,0.0,10174.0,No,0.0,0.0,26,0.38461538461538464,10174.0,1
